policy_id,client_id,policy_name,policy_type,benefit_type,sum_assured,premium_amount,payment_frequency,payment_term,life_assured,start_date,expiry_date,status
ee2aaf21-774a-47d9-9efe-dfd28cc075dd,b311347c-139b-41e6-a994-0350b2f2de3c,Warren and Sons Term Plan,Life Insurance,Total Permanent Disability,764026.26,116.18,Monthly,20,Parent,2018-09-23,2028-06-18,Active
38488f37-7855-41da-8c89-0c2531f8e5c5,b311347c-139b-41e6-a994-0350b2f2de3c,Davis-Ryan Term Plan,Health Insurance,Total Permanent Disability,716829.0,145.39,Semi-Annual,20,Child,2022-04-30,2031-07-08,Active
cf767ea5-c8d2-49c1-94cf-933663359f30,b311347c-139b-41e6-a994-0350b2f2de3c,Maxwell-Holder Wellness Plan,General Insurance,Accidental,590225.46,120.52,Monthly,27,Child,2016-08-20,2020-08-02,Matured
690a9fa8-cfc8-4fcd-8583-45613171323c,b311347c-139b-41e6-a994-0350b2f2de3c,Edwards-Mendoza Total Care Plan,General Insurance,Total Permanent Disability,618385.4,221.89,Annual,16,Parent,2020-12-04,2030-01-14,Active
7d91342e-0c8b-4f79-9b3e-5c8dda68674a,25f37d3a-8d37-4f30-b47f-ccb7a9dbac71,White-Hayes Term Plan,Life Insurance,Total Permanent Disability,1008067.5,454.28,Semi-Annual,9,Self,2025-10-11,2026-03-29,Lapsed
c309ced5-b6ae-49cb-b368-34623a09923f,25f37d3a-8d37-4f30-b47f-ccb7a9dbac71,"Smith, Rogers and Ortega Shield Plan",General Insurance,Accidental,1117285.27,347.25,Semi-Annual,23,Parent,2022-11-15,2028-03-24,Active
79bbcc73-e696-455e-ac2b-a3697b2fa187,2ea49977-1f57-46f0-b021-316846133650,"Hernandez, Smith and Nguyen Total Care Plan",General Insurance,Accidental,129791.86,51.46,Annual,27,Child,2025-11-28,2031-01-07,Active
acad9024-bf37-4ae3-8bea-c2a6a3f57171,2ea49977-1f57-46f0-b021-316846133650,Franklin-Stone Legacy Plan,Life Insurance,Total Permanent Disability,94894.0,47.33,Semi-Annual,19,Spouse,2022-07-29,2028-02-12,Active
1d01a231-38a2-4a74-9b24-f771dc7889cf,2ea49977-1f57-46f0-b021-316846133650,"Cunningham, Zamora and Williams Shield Plan",Life Insurance,Accidental,134493.09,40.71,Quarterly,8,Spouse,2023-02-21,2024-04-21,Matured
9bdb5fcd-9d15-40e5-ab37-f07c82f85fc7,401a3588-d23b-408f-8e17-ce190b6e0ea2,Robinson-Kaiser Legacy Plan,General Insurance,Total Permanent Disability,1483158.75,494.91,Quarterly,10,Parent,2017-03-22,2026-10-24,Active
7c14cddd-d65e-4781-9572-72489d943292,401a3588-d23b-408f-8e17-ce190b6e0ea2,Long-Hayden Term Plan,Life Insurance,Critical Illness,1202747.02,372.99,Quarterly,16,Spouse,2018-09-26,2021-10-05,Settled
ee9e0c61-a3a3-4cc7-8b3e-333da527b535,401a3588-d23b-408f-8e17-ce190b6e0ea2,Williams Ltd Shield Plan,General Insurance,Total Permanent Disability,1438619.87,185.31,Semi-Annual,25,Child,2025-05-29,2026-03-20,Lapsed
b5f493e1-6657-47fd-9b4c-4ae8d388dd29,401a3588-d23b-408f-8e17-ce190b6e0ea2,Holmes Group Essential Plan,Life Insurance,Critical Illness,806952.64,180.47,Semi-Annual,8,Self,2024-01-04,2029-07-03,Active
7b464190-d7f6-4ca4-8c7b-fd6ffa02b364,6cc176c9-b469-4d3e-807d-b70bdb9fb86c,Thompson PLC Life Plan,Health Insurance,Critical Illness,1237787.43,320.4,Monthly,18,Spouse,2017-07-19,2025-12-03,Matured
b43c6934-46f8-4962-b5dc-bbad2b364023,6cc176c9-b469-4d3e-807d-b70bdb9fb86c,Franklin-Clark Health Plan,Health Insurance,Death,1555625.8,572.63,Semi-Annual,13,Spouse,2024-02-26,2026-10-12,Active
ea14bea4-5838-47cc-861d-6658753c0bfd,6cc176c9-b469-4d3e-807d-b70bdb9fb86c,"Meyer, Gonzalez and Johnston Legacy Plan",Health Insurance,Hospitalization,1666063.2,431.4,Semi-Annual,21,Child,2016-12-17,2023-03-24,Matured
20287d7a-1919-4765-b445-7aa94a32880b,22fc43bc-f4a3-4d6b-b1a5-4b56cb2cbd53,"Davis, Moore and Reed Term Plan",Life Insurance,Hospitalization,1033806.43,334.62,Quarterly,18,Spouse,2018-12-08,2019-01-31,Void
53ca23ae-6181-4d00-8116-d4f9cd9aad10,9f482eb2-30bb-4f6c-9bc1-527547ff2ce1,Harrison-West Life Plan,Life Insurance,Accidental,49995.28,13.2,Monthly,6,Parent,2023-12-29,2033-09-01,Active
08d24e1a-b8f8-4f11-90e6-56ad576e7118,9f482eb2-30bb-4f6c-9bc1-527547ff2ce1,Ewing-Spencer Term Plan,Life Insurance,Critical Illness,72780.67,16.86,Annual,26,Parent,2024-02-24,2033-05-31,Active
fdfd80ba-3a78-4295-bfdc-dc8a5e98404e,9f482eb2-30bb-4f6c-9bc1-527547ff2ce1,"Perez, Walker and Lopez Secure Plan",Health Insurance,Total Permanent Disability,42224.41,24.3,Quarterly,23,Parent,2024-09-29,2032-11-22,Active
57cb5a76-1a0f-4183-826c-66d9e117a996,9f482eb2-30bb-4f6c-9bc1-527547ff2ce1,Klein Inc Legacy Plan,General Insurance,Death,75006.27,10.23,Monthly,9,Spouse,2024-03-20,2024-08-06,Void
7febc535-1fbb-4336-b014-aecca1097820,361e5649-3cfb-4781-8ab7-0916c16905b1,Baker Group Total Care Plan,General Insurance,Critical Illness,779195.73,103.99,Semi-Annual,26,Self,2020-08-30,2024-01-02,Matured
3f85eccf-dc04-4c58-a8b3-3df604da57fb,361e5649-3cfb-4781-8ab7-0916c16905b1,Beck LLC Secure Plan,Life Insurance,Hospitalization,806967.43,150.57,Annual,28,Parent,2016-08-28,2019-08-31,Matured
85ca6eaf-b5b2-4772-a479-aa9014fcc203,361e5649-3cfb-4781-8ab7-0916c16905b1,Young-Krause Shield Plan,Life Insurance,Accidental,766781.34,141.89,Semi-Annual,16,Spouse,2019-11-29,2029-08-16,Active
3fc08f47-16d1-4f8c-a858-d94a8abf4f0b,38342a43-0352-4836-9596-dd6bde6dac23,"Blackwell, Williamson and Faulkner Total Care Plan",General Insurance,Critical Illness,459694.08,149.66,Monthly,23,Self,2016-10-21,2025-02-03,Matured
3926d2a5-e875-4e2f-b600-05654a6ef0dc,38342a43-0352-4836-9596-dd6bde6dac23,Clark Ltd Legacy Plan,General Insurance,Death,351153.62,143.78,Monthly,29,Parent,2021-01-04,2023-05-31,Matured
5e4d952f-b641-477d-b8bb-1e3d076d392a,38342a43-0352-4836-9596-dd6bde6dac23,Reyes-Brown Health Plan,Life Insurance,Accidental,473827.69,207.34,Monthly,13,Self,2022-04-10,2026-02-22,Matured
01491305-cad1-4c84-8d97-ef72de3042f4,38342a43-0352-4836-9596-dd6bde6dac23,Brooks-Shields Secure Plan,Health Insurance,Accidental,498646.26,218.34,Annual,9,Spouse,2023-06-16,2032-07-13,Active
e3d9171b-1696-48ee-849b-d9679d142c65,dcd28f09-bb93-41e7-a3af-b5eee143fe43,Carson LLC Supreme Plan,Life Insurance,Accidental,612684.88,55.38,Annual,8,Parent,2016-08-27,2018-06-18,Lapsed
873a2746-747c-4c81-a19f-48fea2681bc6,dcd28f09-bb93-41e7-a3af-b5eee143fe43,"Rogers, Shepherd and Johnson Life Plan",General Insurance,Death,421718.34,135.4,Annual,10,Self,2018-06-08,2027-04-20,Active
f7f542f0-d759-4fdb-ad90-8d14ba84286c,dcd28f09-bb93-41e7-a3af-b5eee143fe43,Adams-Johnson Health Plan,Life Insurance,Critical Illness,391598.45,166.41,Monthly,10,Spouse,2022-08-13,2025-08-03,Matured
7d9e6ceb-0647-4fb2-8b9b-5a627087e097,dcd28f09-bb93-41e7-a3af-b5eee143fe43,"Thomas, Barnett and Chandler Legacy Plan",Life Insurance,Total Permanent Disability,343342.57,66.1,Monthly,17,Parent,2023-06-12,2029-04-06,Active
f15ce7af-5e2e-489a-a59b-f8e310011a95,dcd28f09-bb93-41e7-a3af-b5eee143fe43,"Cox, Young and Cohen Secure Plan",Life Insurance,Death,551303.59,160.03,Monthly,29,Child,2024-12-13,2034-08-22,Active
e1d73f39-2097-4dd6-bc09-3ba2af7e106b,5e253878-0991-4149-ab3d-90115a51e51a,"Delacruz, Johnson and Rodriguez Secure Plan",Life Insurance,Total Permanent Disability,100000.0,100.0,Quarterly,16,Child,2023-06-08,2032-03-07,Active
5116a483-4c36-4827-b8d1-0ad7ffb3e696,5e253878-0991-4149-ab3d-90115a51e51a,"Woods, Peterson and Conway Supreme Plan",Life Insurance,Accidental,100000.0,100.0,Monthly,7,Self,2018-12-09,2023-04-09,Matured
fdbc3c38-8c73-4346-8dfc-050d6ead71b2,cb0ed15a-7d3a-43c6-a2a0-cfb4aed038e0,Hill Ltd Health Plan,Health Insurance,Total Permanent Disability,100000.0,100.0,Semi-Annual,18,Self,2023-07-13,2031-06-13,Active
c99399b8-3122-4ca9-8fe6-97b29d2d3076,cb0ed15a-7d3a-43c6-a2a0-cfb4aed038e0,Mcgee-Anderson Supreme Plan,Life Insurance,Hospitalization,100000.0,100.0,Monthly,29,Child,2021-12-10,2031-07-04,Active
761bfa80-9eb8-4ab2-ac43-cec0dc90b887,cb0ed15a-7d3a-43c6-a2a0-cfb4aed038e0,"Williams, Price and Livingston Wellness Plan",Life Insurance,Critical Illness,100000.0,100.0,Quarterly,16,Self,2023-09-06,2031-11-15,Active
63a3c31c-1725-4597-8ce8-385f5d0db9da,9e2afb83-7e81-4cb7-a322-ecc868a2a0b8,Perez LLC Essential Plan,Health Insurance,Hospitalization,1021619.02,148.38,Semi-Annual,26,Self,2024-01-14,2026-08-20,Active
cfa6dc7d-8ae7-43f0-b4d8-330348013a68,9e2afb83-7e81-4cb7-a322-ecc868a2a0b8,Cruz LLC Term Plan,General Insurance,Critical Illness,853985.77,150.54,Semi-Annual,26,Parent,2022-01-09,2024-09-14,Matured
0da53126-3e67-4c97-bd0d-fa5a696b918f,9e2afb83-7e81-4cb7-a322-ecc868a2a0b8,"Lopez, Price and Knight Total Care Plan",Life Insurance,Accidental,605569.32,202.27,Monthly,26,Self,2019-10-25,2029-07-23,Active
5b77cb74-8376-45f9-98bf-90b0df279dcb,9e2afb83-7e81-4cb7-a322-ecc868a2a0b8,Jones-Wood Term Plan,Life Insurance,Death,1068773.56,195.89,Quarterly,28,Spouse,2025-04-28,2028-10-07,Active
741304eb-26a4-4485-86f4-6a833e56c494,9e2afb83-7e81-4cb7-a322-ecc868a2a0b8,"Norton, Hull and Ochoa Total Care Plan",General Insurance,Hospitalization,873650.22,137.99,Semi-Annual,6,Spouse,2023-02-22,2029-02-03,Active
3a9a3bfd-5bce-44d8-a169-54d8e903050b,dda67e55-a8ed-4c43-bcd3-8c9cc6769873,Cummings LLC Total Care Plan,General Insurance,Critical Illness,997082.32,336.15,Semi-Annual,27,Child,2020-11-09,2028-03-27,Active
efc37795-c922-4c08-b658-56bea0d1c3fa,dda67e55-a8ed-4c43-bcd3-8c9cc6769873,"Ford, Thomas and Jenkins Shield Plan",Life Insurance,Death,1415995.94,511.41,Monthly,25,Self,2018-07-27,2023-08-26,Matured
267c0f52-eb49-45f1-bad3-f3644da3fad8,708b9ad6-a24c-44f6-b6d6-b76b61e95ad0,Mercer-Curry Legacy Plan,Life Insurance,Death,1499563.64,298.61,Quarterly,12,Child,2023-02-21,2032-05-25,Active
79498c77-4ebb-4fc1-b3a3-65326bd1f799,708b9ad6-a24c-44f6-b6d6-b76b61e95ad0,Noble PLC Total Care Plan,Life Insurance,Hospitalization,900119.62,244.63,Quarterly,10,Self,2026-03-01,2033-08-13,Active
6e3b6c2c-6dcf-4ac0-9ad8-6abcf382da93,708b9ad6-a24c-44f6-b6d6-b76b61e95ad0,Wright Group Life Plan,Life Insurance,Total Permanent Disability,1267700.27,145.48,Annual,13,Parent,2022-05-27,2029-01-21,Active
820b4ed6-bf0f-40f3-bc84-4427701a8a85,9316b44b-325e-4ef4-b361-677d81aa46ce,White-Ramirez Health Plan,Life Insurance,Death,21596.11,2.95,Monthly,28,Parent,2016-05-31,2019-02-01,Matured
c50b057e-f018-4120-b80f-3d9916cd4f66,9316b44b-325e-4ef4-b361-677d81aa46ce,Robertson-Barker Legacy Plan,Life Insurance,Death,27733.04,7.86,Annual,15,Parent,2022-12-21,2032-08-04,Active
4c9bf555-4f74-42c2-bce5-cb4daee31931,9316b44b-325e-4ef4-b361-677d81aa46ce,"Ford, Williams and Perez Shield Plan",Life Insurance,Death,23662.07,3.38,Quarterly,10,Parent,2023-06-18,2032-07-28,Settled
b4de9fbe-d3d0-4fb7-bdd7-1a985bfef86a,9316b44b-325e-4ef4-b361-677d81aa46ce,Davis-Miller Essential Plan,Life Insurance,Hospitalization,25769.81,9.22,Monthly,24,Self,2023-10-20,2029-09-10,Active
486cd1d4-f957-438f-bbbb-6c220dadedfd,9316b44b-325e-4ef4-b361-677d81aa46ce,Cooper LLC Supreme Plan,Life Insurance,Total Permanent Disability,23249.19,3.64,Semi-Annual,17,Self,2023-05-20,2026-02-19,Matured
ee083ea8-e423-4bc1-a967-468692b31e34,5e92db4a-b5d5-4537-9577-2524fd6e86e8,"Mann, Miller and Bernard Life Plan",General Insurance,Total Permanent Disability,1542271.3,483.63,Quarterly,6,Parent,2021-04-27,2026-05-24,Settled
882de75c-69ce-4152-a343-b8ea85de847c,5e92db4a-b5d5-4537-9577-2524fd6e86e8,"Johnson, Cruz and Bullock Supreme Plan",Life Insurance,Total Permanent Disability,1609821.52,569.39,Quarterly,12,Spouse,2018-02-07,2020-08-13,Matured
4a025bf1-8ea1-4b5f-8824-5b87484b9b7a,5e92db4a-b5d5-4537-9577-2524fd6e86e8,Leon Inc Essential Plan,Life Insurance,Death,1017540.43,174.54,Semi-Annual,8,Parent,2024-10-18,2029-12-13,Settled
26bf4b63-75af-42fd-b2c6-610267ae1e08,5e92db4a-b5d5-4537-9577-2524fd6e86e8,Ramirez-Garcia Life Plan,Life Insurance,Critical Illness,974797.89,231.02,Monthly,25,Spouse,2020-06-11,2025-02-18,Matured
e90d4c0f-d789-4d89-a8f3-505c303d091a,8c255b17-5844-426d-8ea4-f0998f5729ce,Smith-Hale Life Plan,Health Insurance,Hospitalization,100000.0,100.0,Quarterly,6,Child,2022-09-27,2030-08-12,Active
2da4c598-8814-48d9-956f-b14d72f35ebc,8c255b17-5844-426d-8ea4-f0998f5729ce,Wilson Group Secure Plan,Life Insurance,Critical Illness,100000.0,100.0,Semi-Annual,8,Child,2020-10-31,2027-08-25,Active
4f70d6d2-e217-4108-bf48-0627ce6f6a3c,8c255b17-5844-426d-8ea4-f0998f5729ce,Rivas-Barton Legacy Plan,Health Insurance,Death,100000.0,100.0,Semi-Annual,26,Self,2022-06-29,2026-01-27,Matured
80ac6bf2-4bce-4923-8152-0064cbfb4e7a,fe3c0901-ce3d-4402-bc53-71aabad3c30e,"Carlson, Aguilar and Coffey Health Plan",Life Insurance,Total Permanent Disability,383145.21,113.82,Quarterly,24,Parent,2023-05-20,2026-10-16,Active
c562205a-1db5-489c-9eff-bb51d2f9f4c5,fe3c0901-ce3d-4402-bc53-71aabad3c30e,Hall and Sons Supreme Plan,Life Insurance,Hospitalization,333884.69,81.04,Annual,9,Parent,2023-08-14,2031-05-10,Active
d16956a6-2773-4934-97a3-1b02deea23c3,fe3c0901-ce3d-4402-bc53-71aabad3c30e,Reyes-Arroyo Wellness Plan,General Insurance,Hospitalization,494962.96,169.58,Semi-Annual,16,Self,2019-10-26,2026-11-14,Active
6c953e60-2544-45f2-875f-3de1f009efef,fe3c0901-ce3d-4402-bc53-71aabad3c30e,"Patrick, Odonnell and Fischer Wellness Plan",Life Insurance,Hospitalization,550438.19,132.2,Semi-Annual,10,Child,2022-03-26,2028-10-05,Active
178eb238-2600-4099-a642-4ddb78fef1dd,fe3c0901-ce3d-4402-bc53-71aabad3c30e,"Stuart, Thomas and Elliott Health Plan",Life Insurance,Critical Illness,477891.85,136.48,Semi-Annual,13,Child,2023-09-06,2029-02-24,Active
51155b2e-964a-463b-aefd-dabcb3d65b22,0454de64-a06e-44ff-8577-79359bc7758a,Griffin and Sons Legacy Plan,General Insurance,Death,382087.8,108.77,Quarterly,6,Spouse,2016-08-30,2021-05-02,Matured
ab81bef4-ab4d-4fbc-9d81-49047b99acb7,0454de64-a06e-44ff-8577-79359bc7758a,"Pratt, Parker and Martinez Health Plan",General Insurance,Critical Illness,434920.59,122.27,Semi-Annual,18,Parent,2023-08-11,2030-12-21,Active
2c0fd62a-197c-4eae-ae6a-608d4da6d0ca,0454de64-a06e-44ff-8577-79359bc7758a,White PLC Health Plan,Life Insurance,Total Permanent Disability,624229.55,61.87,Quarterly,8,Spouse,2024-01-09,2029-04-20,Active
ddc54ff1-797d-4141-a19f-b12a6bb66b4d,0454de64-a06e-44ff-8577-79359bc7758a,Reeves Ltd Wellness Plan,Health Insurance,Total Permanent Disability,588590.63,70.37,Semi-Annual,29,Parent,2025-05-22,2030-04-12,Active
8e697246-f623-4920-bc33-dcd555e65938,0454de64-a06e-44ff-8577-79359bc7758a,Padilla-Miranda Health Plan,Life Insurance,Total Permanent Disability,332582.8,146.21,Quarterly,24,Spouse,2018-04-24,2020-06-18,Matured
3f9c4ef9-9de8-42b2-a8e4-a58d624caf8e,a7268584-f6a8-46cd-bbe0-1f43c66835dc,Weber Group Legacy Plan,General Insurance,Accidental,763657.93,304.87,Annual,8,Spouse,2016-08-16,2026-03-24,Matured
c1a9769d-3496-4af5-a1db-a66abc068a8a,a7268584-f6a8-46cd-bbe0-1f43c66835dc,Johnson-Sandoval Supreme Plan,General Insurance,Death,1058465.98,237.08,Quarterly,20,Spouse,2016-08-14,2025-05-28,Matured
2e73b610-de5b-42dc-968e-74b9a8088867,a7268584-f6a8-46cd-bbe0-1f43c66835dc,Russo Inc Secure Plan,Life Insurance,Accidental,908253.66,428.92,Semi-Annual,10,Self,2022-08-20,2030-11-01,Active
1419a9a2-26ac-4957-ae8e-7630af07e7d4,c186404b-5e70-4220-9c9f-eaa52b7fc28e,Goodman LLC Term Plan,Life Insurance,Hospitalization,920.33,0.41,Annual,22,Parent,2025-01-27,2030-08-08,Active
b2f0ed8d-d7ac-46aa-bcea-6cb4b22c1f6f,c186404b-5e70-4220-9c9f-eaa52b7fc28e,Schroeder-Ross Shield Plan,Life Insurance,Hospitalization,1038.56,0.27,Quarterly,11,Self,2025-07-01,2034-11-10,Active
530b214f-c9f3-4176-be1e-5149412305dd,b68453ee-4b8b-46d2-95a9-819f653b67e6,"Nunez, Flowers and Navarro Term Plan",Health Insurance,Accidental,588822.33,145.44,Annual,23,Spouse,2018-08-30,2020-07-08,Settled
c1c5cf0c-dbcd-4874-a550-d6ce9abea7f2,b68453ee-4b8b-46d2-95a9-819f653b67e6,Howard-Kelly Life Plan,Health Insurance,Accidental,773643.15,266.63,Monthly,14,Spouse,2024-04-25,2025-06-08,Matured
b4afff4a-0fb3-4c19-a220-af91f8ece93a,b68453ee-4b8b-46d2-95a9-819f653b67e6,Rivas PLC Shield Plan,Life Insurance,Hospitalization,764294.73,210.02,Monthly,24,Child,2023-01-17,2024-07-09,Lapsed
20cce4a1-84aa-4bb0-9ee9-4ce23c31cdb7,8eb214a3-7752-4c2b-96da-26311aa08011,Barry-Lawson Wellness Plan,Life Insurance,Total Permanent Disability,807589.01,223.08,Quarterly,21,Spouse,2023-06-30,2029-03-08,Active
9d2f5a32-4a04-4c7f-9c62-2b7bc1067c30,8eb214a3-7752-4c2b-96da-26311aa08011,Frazier Inc Legacy Plan,Life Insurance,Accidental,896784.85,222.62,Monthly,7,Self,2022-05-15,2028-12-20,Active
9bccaa0a-612e-4140-bce6-37c531909462,8eb214a3-7752-4c2b-96da-26311aa08011,Martinez-Nguyen Health Plan,Life Insurance,Critical Illness,1110499.29,261.49,Quarterly,12,Child,2026-02-19,2026-03-29,Void
1bba205c-0435-49d6-b54c-5a6e3ccdef52,726403d9-7fcf-43f3-8f2e-a5356988c531,"Williams, Nelson and Pruitt Total Care Plan",Life Insurance,Accidental,31597.64,8.69,Semi-Annual,22,Child,2017-11-11,2025-01-23,Settled
4196f746-77a4-4482-839c-062ae28425be,726403d9-7fcf-43f3-8f2e-a5356988c531,"Williams, Allen and Roberts Wellness Plan",Health Insurance,Hospitalization,40666.72,7.99,Monthly,24,Child,2019-06-01,2025-03-30,Matured
c98a3a30-e8c2-4f3e-8fec-90c5c0d26bf0,e18bffee-7785-4eaa-84fd-55eda3f36431,"Gonzales, Baker and Thomas Total Care Plan",Health Insurance,Total Permanent Disability,829118.44,186.61,Monthly,29,Child,2020-06-24,2024-09-01,Matured
2e963d86-f43d-4363-b125-ae4a340b1164,e18bffee-7785-4eaa-84fd-55eda3f36431,Perkins Inc Secure Plan,General Insurance,Total Permanent Disability,1150619.22,214.68,Quarterly,7,Self,2024-11-05,2024-12-23,Void
e7b4de21-0ab3-43a2-83c1-b684f804f32b,e18bffee-7785-4eaa-84fd-55eda3f36431,Weaver-Nelson Term Plan,Life Insurance,Hospitalization,1234047.71,516.78,Annual,18,Self,2026-01-23,2028-01-18,Active
2d6a2e05-77ad-455c-a7b9-5b9b5873e69d,e18bffee-7785-4eaa-84fd-55eda3f36431,Greene-Martinez Supreme Plan,Life Insurance,Accidental,1589053.46,167.86,Quarterly,7,Spouse,2022-01-04,2026-10-28,Active
eaf04c9d-c644-4b65-9d54-81c9d29e0a50,efe03db4-d746-4974-8925-0f5a9e35cf68,Marsh-Lopez Shield Plan,Health Insurance,Critical Illness,899722.72,224.71,Quarterly,27,Child,2025-02-14,2033-12-03,Active
215ad45e-f562-4338-ae55-42f349dbd1ab,efe03db4-d746-4974-8925-0f5a9e35cf68,Conley-Prince Total Care Plan,Life Insurance,Accidental,1012666.36,277.78,Annual,9,Parent,2021-07-20,2022-09-08,Matured
7ace1ace-26cf-4051-bd64-086d68af3f32,efe03db4-d746-4974-8925-0f5a9e35cf68,Harris Group Essential Plan,Life Insurance,Hospitalization,820501.16,256.2,Semi-Annual,6,Parent,2022-03-23,2025-12-21,Matured
2f3880a0-81e2-4033-97f1-ea5f01fa709f,2666e785-be8e-466b-8151-1fc05403f1d9,"Banks, Taylor and Thompson Wellness Plan",General Insurance,Hospitalization,557885.76,163.38,Monthly,26,Child,2017-11-11,2019-03-05,Matured
d1565b37-e112-45e0-920b-793f01f9fe36,1f516996-57be-4f8a-9a17-7aa040ce855a,Johnson-Robinson Life Plan,Life Insurance,Total Permanent Disability,42328.42,16.88,Annual,17,Parent,2017-04-28,2023-05-26,Matured
ada5b927-f250-42f3-b9ea-949a8f1db217,1f516996-57be-4f8a-9a17-7aa040ce855a,Hunter-Smith Essential Plan,Life Insurance,Total Permanent Disability,50139.99,9.68,Monthly,6,Parent,2019-04-09,2024-06-30,Matured
5e1730be-a6e5-49ce-9a93-356623e06546,1f516996-57be-4f8a-9a17-7aa040ce855a,Reese-Barker Essential Plan,General Insurance,Death,67496.47,8.57,Monthly,28,Self,2023-10-27,2030-01-25,Active
0a0ff75f-247a-495f-b9b3-f322209f60f4,1f516996-57be-4f8a-9a17-7aa040ce855a,Gray-Holt Wellness Plan,Life Insurance,Hospitalization,47756.83,22.8,Annual,8,Spouse,2025-03-17,2031-03-26,Active
e31ed439-1ae8-4d0a-be71-524fe9d5e78e,1f516996-57be-4f8a-9a17-7aa040ce855a,"Schneider, Mullen and Terrell Life Plan",General Insurance,Death,68881.65,9.1,Monthly,27,Spouse,2025-01-05,2026-01-27,Void
d2936214-907f-47ab-83a1-700b04aba70e,749038a9-0b00-48ff-b9c2-1512bea1b32f,"Bright, Banks and Carney Secure Plan",General Insurance,Critical Illness,1335397.77,385.17,Quarterly,9,Child,2020-03-20,2025-12-10,Matured
01a06ae9-9d5a-49d9-9e04-615dae5e1a58,749038a9-0b00-48ff-b9c2-1512bea1b32f,Brooks LLC Health Plan,Life Insurance,Accidental,1275678.73,416.7,Annual,7,Spouse,2018-12-24,2022-08-09,Matured
aeaaa1bd-e631-403d-9080-90ac3d5f5019,749038a9-0b00-48ff-b9c2-1512bea1b32f,Ryan-Miles Essential Plan,Life Insurance,Total Permanent Disability,1007231.59,193.99,Semi-Annual,6,Parent,2017-10-04,2023-07-28,Matured
