valuation_id,policy_id,as_of_date,current_value
350e0f1a-797a-48db-9d3d-c3a659f67ea2,e9ca0b12-dc4e-4622-b594-3161536b5dea,2025-04-19,5868.99
7ff7f3bc-7967-44ce-8b32-5571d32995bb,e9ca0b12-dc4e-4622-b594-3161536b5dea,2025-12-15,6319.73
3a286da6-f0ff-45f5-a8e5-25ab2c2019a0,0e060925-52b1-4c51-a9ca-212d91a2b9b3,2018-07-23,0.0
71e31f70-95fa-4563-b2cd-a66099994742,0e060925-52b1-4c51-a9ca-212d91a2b9b3,2018-08-16,88.92
bdac76a7-8617-43c5-90c2-15552fffa3e7,4ce47903-7018-43ef-9012-096f59a57c64,2018-08-16,0.0
043d7c33-5a11-4812-9298-ba8b678ad18f,0e060925-52b1-4c51-a9ca-212d91a2b9b3,2019-05-08,1070.79
cd47df9e-609d-4ecb-a149-7047502863ab,4ce47903-7018-43ef-9012-096f59a57c64,2019-05-08,1080.74
0a6b6375-4a65-491e-9f06-e3d02ca61b51,0e060925-52b1-4c51-a9ca-212d91a2b9b3,2019-09-12,1541.35
0bc725bd-085a-425d-b26c-75134e5a75d3,4ce47903-7018-43ef-9012-096f59a57c64,2019-09-12,1598.68
f1575dab-d5b0-4964-8791-c8d892f475a6,0e060925-52b1-4c51-a9ca-212d91a2b9b3,2020-02-16,2123.06
47db00e5-5492-4fab-94a5-9750b7940c52,4ce47903-7018-43ef-9012-096f59a57c64,2020-02-16,2238.96
b86b0fe7-47a3-427f-a505-52c6811bd916,0e060925-52b1-4c51-a9ca-212d91a2b9b3,2020-05-28,2500.99
a91df501-d6bf-444c-a1fe-9aee99ac3344,4ce47903-7018-43ef-9012-096f59a57c64,2020-05-28,2654.95
d6e5dffb-4528-47cf-b114-61ef61f69040,0e060925-52b1-4c51-a9ca-212d91a2b9b3,2020-09-19,2923.38
544d6353-82cd-4055-9308-476b10b89e51,4ce47903-7018-43ef-9012-096f59a57c64,2020-09-19,3119.87
c3ed5222-a3b2-4f34-a21c-c9f051d9ab46,0e060925-52b1-4c51-a9ca-212d91a2b9b3,2020-10-25,3056.76
2604bd59-687d-4777-83f3-64bd24a75dc3,4ce47903-7018-43ef-9012-096f59a57c64,2020-10-25,3266.69
9f230cfd-6f4a-4049-b264-e7cc23c556f3,0e060925-52b1-4c51-a9ca-212d91a2b9b3,2020-10-29,3071.58
eb8b42dd-c08e-44d4-b9b8-c2ff8c922ecd,4ce47903-7018-43ef-9012-096f59a57c64,2020-10-29,3283.0
4b138068-e15f-44f0-b9c9-f719955c0e4d,0e060925-52b1-4c51-a9ca-212d91a2b9b3,2021-04-17,3701.46
866c90ba-0aff-406b-b86a-6f54289c8156,4ce47903-7018-43ef-9012-096f59a57c64,2021-04-17,3976.3
ee0eb3fb-2def-4a94-b92e-15ddc05ac5c2,0e060925-52b1-4c51-a9ca-212d91a2b9b3,2021-10-06,4338.75
68b1f9c7-9cd9-4a08-8780-5464bf31b1cb,4ce47903-7018-43ef-9012-096f59a57c64,2021-10-06,4677.76
177a6ee1-b76e-41bb-a171-c85f0a2c572d,0e060925-52b1-4c51-a9ca-212d91a2b9b3,2022-08-24,5531.81
dad97bea-47a7-4360-a871-b7d964333359,4ce47903-7018-43ef-9012-096f59a57c64,2022-08-24,5990.96
1a39b6cb-7b1a-457c-9d2d-3b14779e6435,0e060925-52b1-4c51-a9ca-212d91a2b9b3,2022-10-24,5757.83
6747d6c6-b280-4e19-9c05-362cfa3558cf,4ce47903-7018-43ef-9012-096f59a57c64,2022-10-24,6239.74
f900ca52-b009-4ccf-ae8e-cb582e29e817,0e060925-52b1-4c51-a9ca-212d91a2b9b3,2023-04-16,6402.53
cc6a9fe8-cdf4-41d0-bbd2-26e7f2852349,4ce47903-7018-43ef-9012-096f59a57c64,2023-04-16,6949.35
bdcf90b3-a4b5-48fd-ac5f-7734231ebfb7,0e060925-52b1-4c51-a9ca-212d91a2b9b3,2023-11-05,7154.68
9eeac927-0679-4843-a3c8-5a8f0dfba35b,4ce47903-7018-43ef-9012-096f59a57c64,2023-11-05,7777.24
fa86127c-652a-400b-8517-1d50949b5ad5,0e060925-52b1-4c51-a9ca-212d91a2b9b3,2023-11-14,7188.02
b80a8c02-f956-4584-ba73-8ed79fe84cbb,4ce47903-7018-43ef-9012-096f59a57c64,2023-11-14,7813.94
7028b11e-7def-4a7a-a7c8-a56c691b2bf9,0e060925-52b1-4c51-a9ca-212d91a2b9b3,2024-01-12,7406.63
c61c4ff4-6c3a-4bca-b933-654432bbfe87,4ce47903-7018-43ef-9012-096f59a57c64,2024-01-12,8054.56
9f294302-073e-4ff3-972f-4ca77a95cd1c,0e060925-52b1-4c51-a9ca-212d91a2b9b3,2024-02-12,7521.49
77b4e90e-d5c5-458a-9e44-ba6d0c2ec802,4ce47903-7018-43ef-9012-096f59a57c64,2024-02-12,8180.99
765fa313-4487-45a0-92ce-3ab042dd9dbf,0e060925-52b1-4c51-a9ca-212d91a2b9b3,2024-03-05,7603.0
9233a7d2-8875-4380-881b-9e6eedd86c43,4ce47903-7018-43ef-9012-096f59a57c64,2024-03-05,8270.71
1ec808a5-145d-4372-81e7-872239e754b2,0e060925-52b1-4c51-a9ca-212d91a2b9b3,2025-01-12,8762.72
4d6ce1b0-a1ac-4c16-89f1-b5759d3f24c8,4ce47903-7018-43ef-9012-096f59a57c64,2025-01-12,9547.2
9037489d-4c60-4f05-a5e6-faecb9fe4ce7,0e060925-52b1-4c51-a9ca-212d91a2b9b3,2025-04-09,9085.07
d3a261b8-24bb-4bf7-8389-b28712993c16,4ce47903-7018-43ef-9012-096f59a57c64,2025-04-09,9902.01
1ce096a5-7ad8-402c-9532-6d8db2b50434,0e060925-52b1-4c51-a9ca-212d91a2b9b3,2025-04-27,9151.76
e405b040-2f43-49e9-b59d-41e96da9f6ed,4ce47903-7018-43ef-9012-096f59a57c64,2025-04-27,9975.42
533142c9-21ef-4d1d-aa65-ea753bd7a604,0e060925-52b1-4c51-a9ca-212d91a2b9b3,2025-07-29,9496.34
7badb1e4-e300-4822-b24e-6031137512cb,4ce47903-7018-43ef-9012-096f59a57c64,2025-07-29,10354.7
dffb4e3d-d296-44b6-82b8-21887cbb4c44,0e060925-52b1-4c51-a9ca-212d91a2b9b3,2025-10-13,9777.93
4dd4d0b2-1680-46fd-beec-0df0943d035c,4ce47903-7018-43ef-9012-096f59a57c64,2025-10-13,10664.65
551c4ef0-a74b-43c3-b4b8-d843d0bf9f8b,0e060925-52b1-4c51-a9ca-212d91a2b9b3,2026-02-18,10252.2
c3ab9c6a-c8fa-4665-b9de-ba530f8c0e68,4ce47903-7018-43ef-9012-096f59a57c64,2026-02-18,11186.66
7c2e8725-4e2c-4ce5-8a02-fe6656cb4256,ee2aaf21-774a-47d9-9efe-dfd28cc075dd,2018-09-23,0.0
2f908e97-d5b2-40bc-bc29-2f3c8cebfd3c,ee2aaf21-774a-47d9-9efe-dfd28cc075dd,2019-06-25,419.87
1dc59112-0411-49c7-b334-cc2df85dde0e,ee2aaf21-774a-47d9-9efe-dfd28cc075dd,2019-09-30,567.97
336447d9-23f6-433e-9791-8c5f66cd9916,ee2aaf21-774a-47d9-9efe-dfd28cc075dd,2019-10-02,571.02
5b173f94-4c7b-439d-a8de-2502c149de28,ee2aaf21-774a-47d9-9efe-dfd28cc075dd,2020-03-12,818.37
8fd0b60c-2712-4ec5-841b-922d0d755c2b,ee2aaf21-774a-47d9-9efe-dfd28cc075dd,2020-08-02,1036.7
cf6797f2-3b07-47e0-91f5-8561a24b04e6,ee2aaf21-774a-47d9-9efe-dfd28cc075dd,2020-12-04,1226.02
5f1ee590-a428-49aa-80c7-3d128b06ba3b,ee2aaf21-774a-47d9-9efe-dfd28cc075dd,2021-02-12,1332.9
7ad08b25-0454-4be6-8707-45f76b7ba8e2,ee2aaf21-774a-47d9-9efe-dfd28cc075dd,2021-12-27,1818.42
bdcd3782-efd6-4dc4-ae3a-18f027a3ecc5,ee2aaf21-774a-47d9-9efe-dfd28cc075dd,2022-04-24,1998.58
8397538b-fa53-401a-aa76-5a8b5883db51,ee2aaf21-774a-47d9-9efe-dfd28cc075dd,2022-04-30,2007.74
d0a3d89a-c4c4-4765-b96c-b603282c22e8,ee2aaf21-774a-47d9-9efe-dfd28cc075dd,2022-12-08,2346.69
67ffdf5e-5556-494e-8ec4-783e08af26d7,ee2aaf21-774a-47d9-9efe-dfd28cc075dd,2023-05-18,2592.51
5cb05a71-6f31-40eb-baa5-2072e172f1db,ee2aaf21-774a-47d9-9efe-dfd28cc075dd,2023-10-17,2824.58
b911ee0f-05e8-4043-a31f-861e05f5ffb4,ee2aaf21-774a-47d9-9efe-dfd28cc075dd,2024-04-26,3117.73
d00beaa7-89eb-4c5d-a682-27886dff57a2,ee2aaf21-774a-47d9-9efe-dfd28cc075dd,2024-07-29,3261.25
6d000628-a8f7-4fe9-9c78-b47d7abeaafb,ee2aaf21-774a-47d9-9efe-dfd28cc075dd,2025-01-05,3505.53
4f62073e-d9b3-4faa-976f-48ae33f66b0f,ee2aaf21-774a-47d9-9efe-dfd28cc075dd,2025-09-03,3873.49
dcee512f-31c1-463e-b8d5-468d39bc3b54,ee2aaf21-774a-47d9-9efe-dfd28cc075dd,2025-11-18,3989.53
1604acf8-1805-46f1-8b03-1cd40e94aec8,ee2aaf21-774a-47d9-9efe-dfd28cc075dd,2026-01-17,4081.14
f406f387-f108-4ad8-9c4d-7099db9cc0e1,ee2aaf21-774a-47d9-9efe-dfd28cc075dd,2026-03-18,4172.75
91507951-50ef-40f5-beb4-55174dc5d2d3,7d91342e-0c8b-4f79-9b3e-5c8dda68674a,2025-10-11,0.0
a51d34e3-28db-4add-84c5-76631826d461,7d91342e-0c8b-4f79-9b3e-5c8dda68674a,2025-11-25,268.65
ab842f06-5d2d-482b-bd26-dec48fb7c40f,7d91342e-0c8b-4f79-9b3e-5c8dda68674a,2026-03-29,1008.93
b80e6b01-5068-48ad-a27e-103e0b865011,acad9024-bf37-4ae3-8bea-c2a6a3f57171,2022-07-29,0.0
5c908abb-df20-4fc5-845f-40de7472d30f,acad9024-bf37-4ae3-8bea-c2a6a3f57171,2022-12-14,85.84
69eb59aa-c629-468f-bea2-cab6c5dd78a5,acad9024-bf37-4ae3-8bea-c2a6a3f57171,2023-02-21,128.75
a9f813b0-c4f2-4358-8670-ce8168991872,1d01a231-38a2-4a74-9b24-f771dc7889cf,2023-02-21,0.0
bd87dfdf-0d68-4f1a-ab92-52b24e16bd89,acad9024-bf37-4ae3-8bea-c2a6a3f57171,2023-04-13,160.47
6fcf849d-a8fa-4c9b-8c0f-8d01af7a66ca,1d01a231-38a2-4a74-9b24-f771dc7889cf,2023-04-13,27.28
0c5e5be0-261a-434d-8091-fc58937c4c23,acad9024-bf37-4ae3-8bea-c2a6a3f57171,2023-09-27,264.35
bd793576-1344-47e2-9879-82ac5bc6fc84,1d01a231-38a2-4a74-9b24-f771dc7889cf,2023-09-27,116.63
257f970e-6497-45b3-876c-458c4a3527ea,acad9024-bf37-4ae3-8bea-c2a6a3f57171,2024-04-21,393.1
051ab588-b0fe-4bf6-af88-87b37eb65295,1d01a231-38a2-4a74-9b24-f771dc7889cf,2024-04-21,227.37
e84befb5-b202-454c-a315-9d53eb5c18e9,acad9024-bf37-4ae3-8bea-c2a6a3f57171,2024-05-03,400.57
59212710-0db7-402f-be80-87237f83f063,acad9024-bf37-4ae3-8bea-c2a6a3f57171,2025-03-11,594.63
451fd2b0-8413-47f8-aa02-20ee1bd50318,acad9024-bf37-4ae3-8bea-c2a6a3f57171,2025-11-28,757.59
28730f1c-3f5d-4fd6-bfc2-8dff49efe59f,acad9024-bf37-4ae3-8bea-c2a6a3f57171,2025-12-19,770.65
23ac2bd2-1fa6-4e63-a65b-19975f5de002,7c14cddd-d65e-4781-9572-72489d943292,2018-09-26,0.0
e92c67b9-48dc-4253-a942-2c80818fb22c,7c14cddd-d65e-4781-9572-72489d943292,2018-12-28,455.86
6bdad739-af63-4069-a32a-fe9daa703b8b,7c14cddd-d65e-4781-9572-72489d943292,2019-09-22,1769.52
f250b0a8-ae6a-4271-bede-5b7b6db31c09,7c14cddd-d65e-4781-9572-72489d943292,2020-01-30,2406.74
fb3297bc-08b3-4b38-a43e-e954558a4128,7c14cddd-d65e-4781-9572-72489d943292,2020-05-13,2916.52
170e02d8-2df5-4fdc-89d7-1974899c9db1,7c14cddd-d65e-4781-9572-72489d943292,2021-05-10,4690.94
2589d248-dcbd-4997-bd5a-875336213463,7c14cddd-d65e-4781-9572-72489d943292,2021-10-05,5416.4
570c4afa-18ef-4a65-9a0e-3655450d9df6,b5f493e1-6657-47fd-9b4c-4ae8d388dd29,2024-01-04,0.0
feb2d249-fe53-4a60-a68a-923c3599d38e,b5f493e1-6657-47fd-9b4c-4ae8d388dd29,2024-01-13,21.35
7b626d34-a049-43c9-8b0c-ad9d120a40d1,b5f493e1-6657-47fd-9b4c-4ae8d388dd29,2024-09-19,614.27
007ce75c-a714-4c03-9e76-2c47ab64af2d,b5f493e1-6657-47fd-9b4c-4ae8d388dd29,2024-10-25,699.65
a3bd713f-7304-4551-9d60-b0251cc1f7be,b5f493e1-6657-47fd-9b4c-4ae8d388dd29,2025-05-29,1211.93
4fd522fd-5507-4b84-aec5-1e59e19f7ec9,b5f493e1-6657-47fd-9b4c-4ae8d388dd29,2025-06-20,1264.11
1335d203-d789-4823-ab07-f806ddf2bf41,b5f493e1-6657-47fd-9b4c-4ae8d388dd29,2026-03-20,1911.57
1b70a0e1-d9c1-46a5-9499-8ef0165b97ac,b5f493e1-6657-47fd-9b4c-4ae8d388dd29,2026-03-29,1932.92
33ba202f-2da7-4422-ab54-603a2a0ed38b,20287d7a-1919-4765-b445-7aa94a32880b,2018-12-08,0.0
de388900-8cc9-4bc6-9092-a4e654ac7f01,20287d7a-1919-4765-b445-7aa94a32880b,2018-12-22,61.56
36d8a1d8-b9e7-4cc0-9562-8562b95f13ad,20287d7a-1919-4765-b445-7aa94a32880b,2019-01-31,237.46
f3cad24f-632d-4747-8edb-2b46f8399f40,53ca23ae-6181-4d00-8116-d4f9cd9aad10,2023-12-29,0.0
f39cfeea-9d3e-405d-8612-284ce81d386f,53ca23ae-6181-4d00-8116-d4f9cd9aad10,2024-02-24,9.89
3126c9f5-eb76-4e5a-8f1a-fe6c6b2ef9e7,08d24e1a-b8f8-4f11-90e6-56ad576e7118,2024-02-24,0.0
f4b02515-ff01-4635-b7f6-839b23333f7c,53ca23ae-6181-4d00-8116-d4f9cd9aad10,2024-03-20,14.22
b1356b57-388c-4d26-ae73-170008075966,08d24e1a-b8f8-4f11-90e6-56ad576e7118,2024-03-20,5.54
4554e786-3379-4534-a0ee-261d8167a68b,53ca23ae-6181-4d00-8116-d4f9cd9aad10,2024-08-06,38.34
56f89ec7-ede5-4dbe-890d-6b415c114850,08d24e1a-b8f8-4f11-90e6-56ad576e7118,2024-08-06,36.34
85bf02d7-d58d-4460-a9f7-896236b94201,53ca23ae-6181-4d00-8116-d4f9cd9aad10,2024-09-26,47.18
17077f74-89ee-4136-92c7-35e1a14d52cc,08d24e1a-b8f8-4f11-90e6-56ad576e7118,2024-09-26,47.64
0a8a0d1d-606c-4ce7-8658-864bbac77cc6,53ca23ae-6181-4d00-8116-d4f9cd9aad10,2024-09-29,47.7
b27a97ec-f841-40d7-8ac5-ba0ee205e413,08d24e1a-b8f8-4f11-90e6-56ad576e7118,2024-09-29,48.3
5987f0f0-bb3e-4a11-a16a-0131104bca41,53ca23ae-6181-4d00-8116-d4f9cd9aad10,2024-10-25,52.21
f973d286-fbda-45f0-95fe-78b31f439b31,08d24e1a-b8f8-4f11-90e6-56ad576e7118,2024-10-25,54.06
2f6e5bf6-4d95-43bf-98e2-6b3d0555c400,53ca23ae-6181-4d00-8116-d4f9cd9aad10,2025-06-23,94.02
7b33854a-6d15-492e-bc0f-37dec6f34ed8,08d24e1a-b8f8-4f11-90e6-56ad576e7118,2025-06-23,107.46
505be560-72a3-475b-922f-9b25aab01efe,53ca23ae-6181-4d00-8116-d4f9cd9aad10,2025-08-25,104.95
c961cedf-d3c9-4c80-a164-9257254c551f,08d24e1a-b8f8-4f11-90e6-56ad576e7118,2025-08-25,121.42
f444b5e6-9ad6-4790-b6d8-b4e41e06fbd4,53ca23ae-6181-4d00-8116-d4f9cd9aad10,2025-12-08,123.16
91c1f311-299f-4be4-93cb-367077fe30a5,08d24e1a-b8f8-4f11-90e6-56ad576e7118,2025-12-08,144.68
a6ecc92b-2c25-4954-bdfa-611dc5d55a23,53ca23ae-6181-4d00-8116-d4f9cd9aad10,2026-02-28,137.39
9081810b-5885-4cb7-ae73-933972d269e8,08d24e1a-b8f8-4f11-90e6-56ad576e7118,2026-02-28,162.85
ae462161-110a-48fa-9280-1e87e7482639,3f85eccf-dc04-4c58-a8b3-3df604da57fb,2016-08-28,0.0
2850d91e-5009-4f3d-b7b7-65334242bd55,3f85eccf-dc04-4c58-a8b3-3df604da57fb,2017-08-20,706.41
6166db97-095b-4534-bd93-3cd48d67db5a,3f85eccf-dc04-4c58-a8b3-3df604da57fb,2018-07-22,1371.27
12b384d1-507e-490c-936f-b8fc079e4071,3f85eccf-dc04-4c58-a8b3-3df604da57fb,2019-01-29,1749.21
27d9177d-427d-4d2f-a646-8238c6ec88e2,3f85eccf-dc04-4c58-a8b3-3df604da57fb,2019-06-09,2008.42
ebc551db-a9be-4f27-959e-76bdc1e41290,3f85eccf-dc04-4c58-a8b3-3df604da57fb,2019-08-31,2172.66
e5875b1f-933c-417f-838f-67ff663ce62a,85ca6eaf-b5b2-4772-a479-aa9014fcc203,2019-11-29,0.0
0ca8eb3a-0215-48fd-ac43-ddc64ddfa8d5,85ca6eaf-b5b2-4772-a479-aa9014fcc203,2019-12-15,29.83
419a065c-f4df-4170-a8ab-0a79f48387d7,85ca6eaf-b5b2-4772-a479-aa9014fcc203,2020-08-09,473.63
db7de4fc-4651-4b28-bba0-d387d912a358,85ca6eaf-b5b2-4772-a479-aa9014fcc203,2020-08-30,512.79
ae6052eb-a3de-447c-8da4-ac430d17c1f9,85ca6eaf-b5b2-4772-a479-aa9014fcc203,2020-10-12,592.97
48b618f4-cc15-4b47-b3de-28b832f53b1a,85ca6eaf-b5b2-4772-a479-aa9014fcc203,2021-05-20,1003.19
a1bb6306-6414-4c7b-b549-94500af39f27,85ca6eaf-b5b2-4772-a479-aa9014fcc203,2021-10-12,1273.57
f5c84367-ec0f-4611-a8f1-c6cfca883368,85ca6eaf-b5b2-4772-a479-aa9014fcc203,2022-05-18,1680.07
ae144c4c-df64-45e1-ac46-3ba6a25ec841,85ca6eaf-b5b2-4772-a479-aa9014fcc203,2023-02-03,2166.75
57add9ba-0fa3-4ea4-b42e-971ebd9d4115,85ca6eaf-b5b2-4772-a479-aa9014fcc203,2023-03-22,2254.39
7645867a-4062-414a-97da-94372ad24268,85ca6eaf-b5b2-4772-a479-aa9014fcc203,2023-08-27,2549.01
da9fcf9e-0898-4049-aebf-61e9b682bf6d,85ca6eaf-b5b2-4772-a479-aa9014fcc203,2024-01-02,2787.69
5dd6cc7c-a63a-4e4c-accb-220a983b3831,85ca6eaf-b5b2-4772-a479-aa9014fcc203,2024-06-15,3095.36
b35effcd-3961-468f-9852-7f70b8d59aff,85ca6eaf-b5b2-4772-a479-aa9014fcc203,2024-11-05,3362.01
8658ce6f-8e62-4ad3-b961-2906fca1f2f6,85ca6eaf-b5b2-4772-a479-aa9014fcc203,2025-07-26,3852.42
d9dbd397-a28b-4fc5-b635-546e571c6cae,85ca6eaf-b5b2-4772-a479-aa9014fcc203,2025-09-22,3960.57
28d9dca3-5e31-43d6-b261-f1e00455062e,85ca6eaf-b5b2-4772-a479-aa9014fcc203,2026-01-30,4202.97
cc090a7e-d194-4727-b425-f7f39c8f85f2,5e4d952f-b641-477d-b8bb-1e3d076d392a,2022-04-10,0.0
5118eaa5-ad94-4d54-a403-3c669fb080af,5e4d952f-b641-477d-b8bb-1e3d076d392a,2023-01-20,776.57
f42f1bb1-ceaf-494d-96a9-423cd127e4ae,5e4d952f-b641-477d-b8bb-1e3d076d392a,2023-05-31,1133.52
1502d186-4211-49b0-a774-ddbcc1894576,5e4d952f-b641-477d-b8bb-1e3d076d392a,2023-06-16,1177.11
7a6a66e0-5a77-4d0b-9feb-b2808c765196,5e4d952f-b641-477d-b8bb-1e3d076d392a,2023-09-19,1435.97
0b919096-6e60-4995-b20c-139fe2eaeafd,5e4d952f-b641-477d-b8bb-1e3d076d392a,2024-01-10,1743.87
7731c51b-902d-4986-9fd0-999978fe8a0e,5e4d952f-b641-477d-b8bb-1e3d076d392a,2024-03-01,1882.83
146a803d-6790-4080-b31f-7dcb663dec8f,5e4d952f-b641-477d-b8bb-1e3d076d392a,2024-04-30,2046.32
d0f893e4-8c45-4a45-bdc5-9b4a4fa9f5e9,5e4d952f-b641-477d-b8bb-1e3d076d392a,2024-08-27,2370.57
b7c7c568-aeb0-4ccb-a6d9-deb3b306d210,5e4d952f-b641-477d-b8bb-1e3d076d392a,2024-11-09,2572.21
fe307254-f98b-47e1-8078-fd19a3a3122d,5e4d952f-b641-477d-b8bb-1e3d076d392a,2024-11-18,2596.73
f81b5046-35a9-4620-b33c-7e94bd1d6294,5e4d952f-b641-477d-b8bb-1e3d076d392a,2025-02-03,2806.54
23b5fb88-49f2-4206-b609-fe164ff234fd,5e4d952f-b641-477d-b8bb-1e3d076d392a,2025-04-10,2986.38
2ef5bb92-73a9-415d-959f-383850806cce,5e4d952f-b641-477d-b8bb-1e3d076d392a,2025-11-07,3561.31
02f9b9e9-13a4-4d10-9c26-ac817f49a585,5e4d952f-b641-477d-b8bb-1e3d076d392a,2025-12-11,3653.95
18ecb8b3-0ccd-4e7b-988f-cbfc6a7235d9,5e4d952f-b641-477d-b8bb-1e3d076d392a,2026-02-22,3852.86
3da036cd-1537-43e0-a3b5-48391a5cb9f1,e3d9171b-1696-48ee-849b-d9679d142c65,2016-08-27,0.0
a02de1a2-b1f7-44d0-87ec-e39d3d73d232,e3d9171b-1696-48ee-849b-d9679d142c65,2017-06-24,219.06
06222b5d-e405-4b17-89aa-5a30358645c4,e3d9171b-1696-48ee-849b-d9679d142c65,2017-07-24,240.9
