policy_id,client_id,policy_name,policy_type,start_date,expiry_date,status
01ef8076-5f91-46fa-b0d0-880aa0a66f9c,38342a43-0352-4836-9596-dd6bde6dac23,"Prince, Acosta and Burns Balanced Fund",Equity,2019-03-30,2024-11-18,Matured
1510fd5d-41b1-4aef-bad2-17883a105a94,38342a43-0352-4836-9596-dd6bde6dac23,"Payne, Jones and Maxwell Balanced Fund",Equity,2024-04-30,2033-05-10,Active
433598e1-4bc2-4d43-9704-ea23dca70b43,dcd28f09-bb93-41e7-a3af-b5eee143fe43,Jacobs-Riley ESG Fund,Fixed Income,2020-07-24,2023-07-27,Matured
314c275d-9678-4e22-b69c-69bbe858e7cd,dcd28f09-bb93-41e7-a3af-b5eee143fe43,"Barrett, Miller and Sawyer Dividend Fund",Equity,2017-06-24,2026-10-21,Active
5420f3b2-49c8-4d20-a182-5bd5aa1d3b85,5e253878-0991-4149-ab3d-90115a51e51a,Torres Group Global Fund,Equity,2019-02-21,2023-05-04,Matured
7eb4755e-705a-47a6-b659-4339545ffafe,5e253878-0991-4149-ab3d-90115a51e51a,Davis Ltd Dividend Fund,Fixed Income,2016-10-20,2020-09-09,Matured
d190f1f4-14b0-443a-845a-015c93c03410,5e253878-0991-4149-ab3d-90115a51e51a,Hernandez PLC Horizon Fund,Equity,2020-09-27,2028-02-05,Active
1dccea43-ee7c-481e-b128-205fdb7806a3,5e253878-0991-4149-ab3d-90115a51e51a,Simpson Ltd Dividend Fund,Equity,2023-06-22,2026-10-29,Active
0ff887f3-6537-4417-aa0e-029c66bfb61d,cb0ed15a-7d3a-43c6-a2a0-cfb4aed038e0,Curtis Ltd Horizon Fund,Cash,2019-04-16,2028-07-15,Active
5fb59a9a-f2f7-4625-a3bc-820b6465e2f5,cb0ed15a-7d3a-43c6-a2a0-cfb4aed038e0,Pacheco-Gordon Pioneer Fund,Cash,2023-09-18,2027-02-20,Settled
7a93ca2b-8d45-4e35-9d29-c4e7bc54c45c,cb0ed15a-7d3a-43c6-a2a0-cfb4aed038e0,Nguyen-Anderson Growth Fund,Equity,2022-02-03,2028-03-14,Settled
cf0545fb-0e9f-4d3d-95d9-1ffcd77a1fe1,cb0ed15a-7d3a-43c6-a2a0-cfb4aed038e0,Cunningham-Smith Strategic Fund,Fixed Income,2026-01-19,2033-12-15,Active
4e64c02d-1cab-4da5-af0a-6b70261eeff2,cb0ed15a-7d3a-43c6-a2a0-cfb4aed038e0,"Taylor, Villarreal and Harmon Alpha Fund",Equity,2021-09-26,2030-10-01,Pending
fbf9e98c-bcc7-47bf-acec-691d0763d47b,9e2afb83-7e81-4cb7-a322-ecc868a2a0b8,"Robinson, Hartman and West Vantage Fund",Equity,2020-03-25,2021-02-12,Lapsed
471550a0-33b5-46ca-a1a8-5770407bd77d,9e2afb83-7e81-4cb7-a322-ecc868a2a0b8,Foster-Flowers ESG Fund,Cash,2021-01-27,2026-06-14,Active
493a3bec-d6d6-418e-afc7-93564a4fff45,9e2afb83-7e81-4cb7-a322-ecc868a2a0b8,Marsh-Bonilla Vantage Fund,Equity,2025-04-02,2027-05-14,Active
626c12f8-f484-4e90-bebe-842016f19c73,dda67e55-a8ed-4c43-bcd3-8c9cc6769873,Robinson-Moore Strategic Fund,Fixed Income,2021-10-14,2029-08-24,Active
4e4b7ede-a7f7-4b63-a3f8-83b9d7940ca8,dda67e55-a8ed-4c43-bcd3-8c9cc6769873,Williams-Lee Global Fund,Fixed Income,2018-08-14,2026-01-06,Matured
1aae5d1d-5183-41a7-848c-807e758567a2,dda67e55-a8ed-4c43-bcd3-8c9cc6769873,"Miller, Andrews and Roberson Balanced Fund",Equity,2025-12-20,2033-08-05,Active
86e83aad-4b3f-4ab6-87f5-a53ad9380193,dda67e55-a8ed-4c43-bcd3-8c9cc6769873,Rodriguez Inc Strategic Fund,Fixed Income,2021-12-20,2028-06-12,Active
895094f6-6609-4191-b476-a6a42749b047,dda67e55-a8ed-4c43-bcd3-8c9cc6769873,Smith Inc Strategic Fund,Fixed Income,2017-03-16,2021-04-04,Matured
54a6beb3-718c-4061-8019-47398cbfc686,708b9ad6-a24c-44f6-b6d6-b76b61e95ad0,"Lucero, Wade and Miller Dividend Fund",Cash,2024-10-27,2026-12-05,Active
8222c8ab-eef7-4e2e-963c-3f73f7979acc,708b9ad6-a24c-44f6-b6d6-b76b61e95ad0,Smith-Davis Growth Fund,Equity,2020-04-15,2021-11-02,Matured
357f1843-d6a3-4a88-8983-bcea98abe116,708b9ad6-a24c-44f6-b6d6-b76b61e95ad0,"Fletcher, Valencia and Walsh ESG Fund",Fixed Income,2017-07-02,2020-09-05,Matured
7f1a7c8b-2c6b-4fc6-9036-9a46a5de63ad,708b9ad6-a24c-44f6-b6d6-b76b61e95ad0,Johnson-Adkins ESG Fund,Equity,2018-03-16,2025-01-09,Matured
a3215928-f2e6-4374-8967-e221dcbb01fe,9316b44b-325e-4ef4-b361-677d81aa46ce,"Larson, Moore and Fernandez Vantage Fund",Fixed Income,2023-04-13,2025-08-26,Matured
fd24e774-4465-4997-8d09-b284f1b42a13,9316b44b-325e-4ef4-b361-677d81aa46ce,"Lopez, Schneider and Anthony Strategic Fund",Equity,2025-07-01,2031-02-26,Settled
069bb0f7-f89b-49d4-b482-30c00e637f3a,9316b44b-325e-4ef4-b361-677d81aa46ce,Brady-Smith Alpha Fund,Equity,2018-05-09,2020-03-08,Matured
96e4c006-c837-4f53-8ff0-0a0531878dd4,9316b44b-325e-4ef4-b361-677d81aa46ce,Cantu-Jones Vantage Fund,Cash,2022-03-13,2023-02-09,Void
fa9f5217-88d0-4658-9ca3-7fb44218a2ab,a83153cb-6336-4cba-9697-82dc39ef99fc,"Dunn, Molina and Pratt Vantage Fund",Fixed Income,2018-03-11,2024-12-15,Matured
a81f0bc6-3c2e-4473-9c8a-8e5f037be31e,a83153cb-6336-4cba-9697-82dc39ef99fc,Fox-Miller Pioneer Fund,Equity,2025-09-08,2028-07-23,Active
c6508bc3-baaa-4867-a6b7-e05cba7b0325,a83153cb-6336-4cba-9697-82dc39ef99fc,Shepard and Sons Balanced Fund,Cash,2019-07-29,2026-04-05,Active
d9a70951-7d60-4285-b5dc-100d5e868713,a83153cb-6336-4cba-9697-82dc39ef99fc,"Hatfield, Williams and Hamilton Alpha Fund",Equity,2022-04-15,2030-05-14,Active
9227748a-755d-426a-b765-03dea52969fe,5e92db4a-b5d5-4537-9577-2524fd6e86e8,Neal and Sons Pioneer Fund,Fixed Income,2023-06-12,2032-07-19,Active
fb29886c-0b9b-4cf3-a81c-cd2d208a6329,5e92db4a-b5d5-4537-9577-2524fd6e86e8,Vincent Group Balanced Fund,Equity,2017-05-16,2026-01-12,Settled
3d365fb2-7520-462f-b9c6-65e23f1b7aee,5e92db4a-b5d5-4537-9577-2524fd6e86e8,Lee-Sharp Alpha Fund,Equity,2024-07-06,2026-08-20,Active
3889b4bb-2465-4c85-9925-febd8d402918,8c255b17-5844-426d-8ea4-f0998f5729ce,Curtis-Robinson Vantage Fund,Fixed Income,2019-07-25,2022-09-23,Matured
888b7e71-11a0-4e50-9b03-cdbbe84d7b30,8c255b17-5844-426d-8ea4-f0998f5729ce,"Henderson, Bowers and Harper Vantage Fund",Equity,2018-12-25,2026-01-22,Matured
d22fdf2a-c3d3-4224-a96a-e9a1ea2881ef,8c255b17-5844-426d-8ea4-f0998f5729ce,"Acevedo, Adams and Ruiz Balanced Fund",Fixed Income,2017-11-29,2020-02-23,Matured
5b52688f-fb04-4bc0-92e8-7430008c90d2,fe3c0901-ce3d-4402-bc53-71aabad3c30e,Bell and Sons Dividend Fund,Fixed Income,2024-08-30,2025-05-24,Lapsed
3ca84cf1-2263-4b05-95f0-b339d79b9133,fe3c0901-ce3d-4402-bc53-71aabad3c30e,Wallace-Marshall Strategic Fund,Equity,2023-01-27,2027-12-07,Active
433c856b-4f2b-4f31-8b88-b7ec4ff26541,fe3c0901-ce3d-4402-bc53-71aabad3c30e,Berger and Sons ESG Fund,Equity,2022-02-07,2027-09-02,Active
8c8af451-3234-45b4-81a6-f5d718592870,0454de64-a06e-44ff-8577-79359bc7758a,Brooks-Rodriguez Vantage Fund,Fixed Income,2019-08-04,2021-10-30,Matured
d29c3de6-53f0-4cd1-ab8b-b30b2031693f,0454de64-a06e-44ff-8577-79359bc7758a,Gaines PLC Growth Fund,Equity,2019-03-18,2024-11-19,Matured
649900c9-af74-4f93-b479-af45981b0acc,0454de64-a06e-44ff-8577-79359bc7758a,"Hendrix, Anderson and Hernandez Dividend Fund",Cash,2018-02-20,2024-11-19,Matured
ed36f8ed-98d5-4412-a42c-01f73cdb6ae1,a7268584-f6a8-46cd-bbe0-1f43c66835dc,Cervantes-Miller Strategic Fund,Cash,2020-07-02,2028-04-19,Active
e4545963-ffaa-4199-878e-a48eea17e873,a7268584-f6a8-46cd-bbe0-1f43c66835dc,"Gordon, Smith and Hodge Strategic Fund",Fixed Income,2019-03-08,2024-10-26,Matured
d2bac190-38e9-4599-ad95-a2482da27197,c186404b-5e70-4220-9c9f-eaa52b7fc28e,Romero LLC Growth Fund,Equity,2023-12-26,2028-12-26,Active
06bac801-4d01-4462-92eb-f85fdc510f8a,c186404b-5e70-4220-9c9f-eaa52b7fc28e,Perez Inc Alpha Fund,Equity,2025-12-13,2028-10-20,Active
10455fe1-0aed-476f-b532-1099e35b8163,8eb214a3-7752-4c2b-96da-26311aa08011,Bates Group Growth Fund,Equity,2024-07-11,2031-12-17,Active
0caa7124-95be-4883-b281-66b23359af90,8eb214a3-7752-4c2b-96da-26311aa08011,Reid Group ESG Fund,Fixed Income,2025-05-07,2031-04-21,Active
04590584-cde5-463e-a881-80cda42c9da2,8eb214a3-7752-4c2b-96da-26311aa08011,Perry Ltd Strategic Fund,Fixed Income,2022-08-17,2027-01-03,Active
26492c70-5510-4158-8786-026934c52726,726403d9-7fcf-43f3-8f2e-a5356988c531,Byrd-Combs Alpha Fund,Fixed Income,2018-05-10,2022-04-19,Matured
d264b186-0b5e-48c7-b836-696ea17d6e31,726403d9-7fcf-43f3-8f2e-a5356988c531,Davis-Stewart Vantage Fund,Fixed Income,2024-04-27,2031-05-03,Settled
04780291-261a-4a0b-94b0-157c45662fcf,e18bffee-7785-4eaa-84fd-55eda3f36431,Rhodes-Wolfe Global Fund,Equity,2023-03-14,2029-09-03,Active
589f6b98-fe33-45cc-89b1-e2e91255992b,efe03db4-d746-4974-8925-0f5a9e35cf68,Wilson Inc Vantage Fund,Cash,2022-11-24,2027-08-09,Active
9347ed36-9ea9-4480-92d1-706d40214677,efe03db4-d746-4974-8925-0f5a9e35cf68,"Reyes, Martin and Henderson Alpha Fund",Fixed Income,2022-08-14,2032-05-06,Active
bb69226d-9540-4fd2-a038-bd7bcac2a96c,efe03db4-d746-4974-8925-0f5a9e35cf68,Frost Inc Vantage Fund,Cash,2023-02-16,2031-04-08,Active
b7b3cb68-9850-450c-94e1-b06f1c01e042,2666e785-be8e-466b-8151-1fc05403f1d9,Rodriguez-Hayden Alpha Fund,Fixed Income,2021-12-20,2031-02-26,Active
221c64a5-1612-4d46-974c-adf0b553ec2e,2666e785-be8e-466b-8151-1fc05403f1d9,Cardenas-Davenport Alpha Fund,Equity,2025-10-03,2027-04-08,Active
dfd65ca1-6dcf-4b82-8559-5bc5be84518f,2666e785-be8e-466b-8151-1fc05403f1d9,Powell LLC Vantage Fund,Cash,2022-11-15,2027-12-14,Active
96f25129-3a20-42b3-8307-58b14289d0f2,1f516996-57be-4f8a-9a17-7aa040ce855a,"Sosa, Luna and Edwards Balanced Fund",Fixed Income,2022-08-15,2024-03-02,Lapsed
a9935fe2-7bfe-41e0-a00b-9e776a7bee93,1f516996-57be-4f8a-9a17-7aa040ce855a,Case-Garrett Horizon Fund,Equity,2021-12-19,2030-06-07,Active
5319f897-6658-4608-85c4-7432c80dffe6,1f516996-57be-4f8a-9a17-7aa040ce855a,"Cowan, Hooper and Cardenas Growth Fund",Cash,2021-09-02,2028-02-11,Active
899d2ae7-67f3-48e6-98d1-b44b59fd4ed6,1f516996-57be-4f8a-9a17-7aa040ce855a,"Marquez, Thomas and Li Balanced Fund",Equity,2020-08-26,2030-04-01,Active
5650b1a5-1f0d-4bef-bc84-ca1ca1978b93,749038a9-0b00-48ff-b9c2-1512bea1b32f,Mccullough-Blankenship ESG Fund,Cash,2019-12-09,2025-06-13,Matured
6438f682-79fe-42a5-a111-622699e8bf75,749038a9-0b00-48ff-b9c2-1512bea1b32f,"Douglas, Taylor and Roy Alpha Fund",Fixed Income,2018-02-06,2025-08-05,Matured
ff2337e6-9381-4089-a2fa-7631a3dfcaa7,749038a9-0b00-48ff-b9c2-1512bea1b32f,Davis PLC Pioneer Fund,Fixed Income,2020-03-02,2021-03-24,Matured
d8c0b305-9e13-4451-bf43-c9320cdcaa1f,3c82bc5d-d68c-400a-8da1-e1c0bbe6958c,"Little, Simmons and Randolph Alpha Fund",Fixed Income,2026-01-11,2027-02-21,Active
8a87deff-522e-4b4e-a341-05c5a2832ceb,3c82bc5d-d68c-400a-8da1-e1c0bbe6958c,Wright and Sons Horizon Fund,Cash,2023-02-01,2032-12-22,Active
6b23d082-2e3b-404d-86db-c6dc28382c6d,3c82bc5d-d68c-400a-8da1-e1c0bbe6958c,"Coleman, Baker and Mcconnell Horizon Fund",Cash,2016-04-21,2018-01-13,Matured
556bcc0f-30d2-4c0c-b885-161eb59b94d8,3c82bc5d-d68c-400a-8da1-e1c0bbe6958c,Gutierrez and Sons Global Fund,Fixed Income,2020-08-19,2030-04-14,Active
ba4c99c6-3bfd-4261-8491-35668c471c2b,0905d0a8-0144-4886-9678-7085d8a8e1b2,Jackson PLC Growth Fund,Fixed Income,2018-11-13,2027-10-04,Active
d3c25238-f578-41b1-be5a-8b3c20d0031a,f0fb66a0-5e32-4e43-b49d-a9d8972a3191,Allen-Ramirez Pioneer Fund,Cash,2025-10-18,2031-10-20,Active
697b6d9d-bb04-4ac1-acfa-968253ec7f03,f0fb66a0-5e32-4e43-b49d-a9d8972a3191,"Phillips, Harper and Jenkins Horizon Fund",Fixed Income,2024-12-10,2025-02-19,Lapsed
930a8429-33dc-46e8-9e55-f8de65a42d1a,f0fb66a0-5e32-4e43-b49d-a9d8972a3191,Hall Ltd Pioneer Fund,Fixed Income,2024-08-24,2029-10-16,Pending
376d4bca-0d9e-4010-921d-7b737fdd0190,f0fb66a0-5e32-4e43-b49d-a9d8972a3191,Norman PLC Horizon Fund,Cash,2024-10-28,2031-09-30,Active
c9bc91ec-9c2e-4c3e-b886-4012b1bfd14d,1d80a08c-0f5d-462f-a864-1e9747f0d723,Lynch Group Dividend Fund,Cash,2022-05-20,2023-03-12,Void
c3767aac-b0f6-4a26-b0c8-3bd8004386e5,1d80a08c-0f5d-462f-a864-1e9747f0d723,Garcia Inc Growth Fund,Fixed Income,2020-10-27,2027-08-12,Active
a3b50ee2-1195-4164-b079-f3e7a22c100a,1d80a08c-0f5d-462f-a864-1e9747f0d723,Johnson-Gentry Alpha Fund,Equity,2017-01-28,2018-09-28,Void
56f4b884-d002-41b5-b1b5-ed7d91743b0d,1d80a08c-0f5d-462f-a864-1e9747f0d723,Hunter and Sons Growth Fund,Equity,2022-04-24,2027-10-16,Active
b5be993c-9e8a-422a-9ac5-5abd05522369,2d576e05-4fec-4612-acc6-a99ab30054be,Wright-Davila Strategic Fund,Fixed Income,2025-11-20,2030-03-16,Active
c54cda65-d44c-46ef-9bee-f6191b17216c,2d576e05-4fec-4612-acc6-a99ab30054be,"Ferguson, Smith and Macdonald Global Fund",Equity,2022-02-16,2030-01-05,Active
f8429cec-d977-48b3-83ab-3dbc77459cc1,8ddc578c-6163-4aea-8616-322879680076,Blake-Boyer ESG Fund,Fixed Income,2018-07-27,2023-06-10,Matured
